Hovedinstitution;Institutionsnummer;Institutionsnavn;Enhedsart;Adresse;Postnummer;Postdistrikt;Vejkode;Beliggenhedskommune;Beliggenhedsregion;Geokode: Breddegrad;Geokode: Længdegrad;Institutionsleder;Telefonnummer;E-mail adresse;Webadresse;Institutionstype, nr;Institutionstype, navn;Undervisningsniveau;Ressortministerium;CVR-nummer;P-nummer;Ejerkode, nr;Ejerkode, navn;Administrativ kommune;Aktivkode, nr;Aktivkode, navn;Ajourdato;Oprettelsesmåned;Nedlæggelsesdato
282260;280137;Stokkebækskolen, afd. Gudme;Afdeling (underordnet enhed);Storkehavevej 9;5884;Gudme;0459;Svendborg Kommune;Region Syddanmark;55.15322212;10.70778364;Konst.skoleleder Ole Bay Jensen;6223 4800;stokkebaekskolen@svendborg.dk;www.stokkebaekskolen.aula.dk/;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189730;1003312199;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;201102;
282260;282261;Stokkebækskolen, afd. Gudbjerg;Afdeling (underordnet enhed);Byvej 11;5892;Gudbjerg Sydfyn;0070;Svendborg Kommune;Region Syddanmark;55.15423704;10.6716256;Konst.skoleleder Ole Bay Jensen;6223 4800;Stokkebaekskolen@svendborg.dk;www.stokkebaekskolen.aula.dk/;1012;Folkeskoler;3;Børne- og Undervisningsministeriet;29189730;1003311982;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;202605;
282260;282262;Stokkebækskolen, afd. Hesselager;Afdeling (underordnet enhed);Skolevej 50;5874;Hesselager;0412;Svendborg Kommune;Region Syddanmark;55.18048321;10.74967508;Konst.skoleleder Ole Bay Jensen;6223 4800;Stokkebaekskolen@svendborg.dk;www.stokkebaekskolen.aula.dk/;1012;Folkeskoler;3;Børne- og Undervisningsministeriet;29189730;1003312163;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;202605;
282263;282263;Tåsingeskolen;Hovedskole (institution med enheder);Eskærvej 69;5700;Svendborg;1695;Svendborg Kommune;Region Syddanmark;55.04016734;10.61523313;Kasper Føns;6223 4710;Taasingeskolen@svendborg.dk;www.taasingeskolen.dk/;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189730;1003318252;2;Kommunale;Svendborg Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;05/05/2026;202605;
282263;280139;Tåsingeskolen, afd. Sundhøj;Afdeling (underordnet enhed);Eskærvej 69;5700;Svendborg;1695;Svendborg Kommune;Region Syddanmark;55.04016734;10.61523313;Kasper  Føns;6223 4710;taasingeskolen@svendborg.dk;www.taasingeskolen.dk/;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189730;1003318252;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;201102;
282263;282264;Tåsingeskolen, afd. Lundby;Afdeling (underordnet enhed);Lundbyvej 43;5700;Svendborg;4613;Svendborg Kommune;Region Syddanmark;54.98625193;10.60452603;Kasper Føns;6223 4710;Taasingeskolen@svendborg.dk;www.taasingeskolen.dk/;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189730;1003318483;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;202605;
282265;282265;Ørkildskolen;Hovedskole (institution med enheder);Østre Skolevej 2;5700;Svendborg;9719;Svendborg Kommune;Region Syddanmark;55.06419876;10.62728687;Bettina Dalager Greve;6223 3230;Orkildskolen@svendborg.dk;www.ørkildskolen.dk/;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189730;1003318926;2;Kommunale;Svendborg Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;05/05/2026;202605;
282265;280284;Ørkildskolen, afd. Øst;Afdeling (underordnet enhed);Østre Skolevej 2;5700;Svendborg;9719;Svendborg Kommune;Region Syddanmark;55.06419876;10.62728687;Bettina Dalager Greve;6223 6300;orkildskolen@svendborg.dk;www.ørkildskolen.dk/;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189730;1003318926;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;201111;
282265;282266;Ørkildskolen, afd. Byen;Afdeling (underordnet enhed);Skolegade 2;5700;Svendborg;6880;Svendborg Kommune;Region Syddanmark;55.06095913;10.60821136;Bettina Dalager Greve;6223 3230;Orkildskolen@svendborg.dk;www.ørkildskolen.dk/;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189730;1003318628;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/05/2026;202605;
;282267;Sprogholdet;Institution uden enheder;Lautrupvej 6;2750;Ballerup;0197;Ballerup Kommune;Region Hovedstaden;55.72977978;12.39488652;Lotte Aabye;2510 7300;skole-institution@balk.dk;www.ballerup.dk/borger/boern-unge/skoler/folkeskole/skoler-i-ballerup-kommune;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;58271713;1032380278;2;Kommunale;Ballerup Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/05/2026;202605;
282268;282268;Nymarkskolen;Hovedskole (institution med enheder);Marslevvej 1;5700;Svendborg;4944;Svendborg Kommune;Region Syddanmark;55.07375513;10.63835971;Pia Brønsted Jacobsen;6223 3180;Nymarkskolen@svendborg.dk;www.nymarkskolen-svendborg.aula.dk/;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189730;1003318525;2;Kommunale;Svendborg Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;21/05/2026;202605;
282268;280113;Nymarkskolen, afd. Marslevvej;Afdeling (underordnet enhed);Marslevvej 1;5700;Svendborg;4944;Svendborg Kommune;Region Syddanmark;55.07375513;10.63835971;Pia Brøndsted Jacobsen;6223 6200;nymarkskolen@svendborg.dk;www.nymarkskolen-svendborg.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189730;1003318525;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/05/2026;201101;
282268;282269;Nymarkskolen 10. klassecenter;Afdeling (underordnet enhed);Skovsbovej 43A;5700;Svendborg;7131;Svendborg Kommune;Region Syddanmark;55.05490252;10.58411764;Pia Brønsted Jacobsen;6223 3180;Nymarkskolen@svendborg.dk;www.nymarkskolen-svendborg.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189730;1032400937;2;Kommunale;Svendborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/05/2026;202605;
;282274;Den Frie Digitale Skole;Institution uden enheder;Lunde Bygade 80;5450;Otterup;0740;Nordfyns Kommune;Region Syddanmark;55.48993507;10.35472305;Anni Pilgaard Christiansen;3140 9016;info@denfriedigitaleskole.dk;www.denfriedigitaleskole.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;44031493;1029281048;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/05/2026;202605;
282287;282287;4kløver Skole og Børnehus;Hovedskole (institution med enheder);Langemosevej 1;5853;Ørbæk;0558;Nyborg Kommune;Region Syddanmark;55.25312479;10.67360616;Jennie Thomsen;6333 7160;4kloeverskolen@nyborg.dk;www.4kløverskolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189722;1003320499;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202605;
282287;282288;4kløver Skole og Børnehus afd. Frørup;Afdeling (underordnet enhed);Skolevej 1;5871;Frørup;0850;Nyborg Kommune;Region Syddanmark;55.23647953;10.74192012;Jennie Thomsen;6333 7245;4kloeverskolen@nyborg.dk;www.4kløverskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189722;1003320529;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202605;
282287;495005;4kløver Skole og Børnehus afd. Ørbæk;Afdeling (underordnet enhed);Langemosevej 1;5853;Ørbæk;0558;Nyborg Kommune;Region Syddanmark;55.25312479;10.67360616;Jennie Thomsen;6333 7160;4kloeverskolen@nyborg.dk;www.4kløverskolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189722;1003320499;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;196108;
282289;282289;Danehofskolen;Hovedskole (institution med enheder);Ringvej 1;5800;Nyborg;0787;Nyborg Kommune;Region Syddanmark;55.32178141;10.77956808;Lise Kjems Knattrup;6333 7022;danehofskolen@nyborg.dk;www.danehofskolen.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189722;1003313936;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202605;
282289;282290;Danehofskolen afd. Vindinge;Afdeling (underordnet enhed);Skolevej 15;5800;Nyborg;0852;Nyborg Kommune;Region Syddanmark;55.29993146;10.73210922;Lise Kjems Knattrup;6333 7022;danehofskolen@nyborg.dk;www.danehofskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189722;1003313985;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202605;
282289;449007;Danehofskolen afd. Nyborg;Afdeling (underordnet enhed);Ringvej 1;5800;Nyborg;0787;Nyborg Kommune;Region Syddanmark;55.32178141;10.77956808;Lise Kjems Knattrup;6333 7022;danehofskolen@nyborg.dk;www.danehofskolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189722;1003313936;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;197308;
282291;282291;Vibeskolen;Hovedskole (institution med enheder);Skolevej 2;5540;Ullerslev;0851;Nyborg Kommune;Region Syddanmark;55.35989102;10.67077634;Stine Terjesen;6333 7200;vibeskolen@nyborg.dk;www.vibeskolen.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189722;1003319946;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202605;
282291;282292;Vibeskolen afd. Aunslev;Afdeling (underordnet enhed);Kertemindevej 46;5800;Nyborg;0459;Nyborg Kommune;Region Syddanmark;55.36311899;10.72766002;Stine Terjesen;6333 7674;vibeskolen@nyborg.dk;www.vibeskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189722;1003313869;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202606;
282291;489002;Vibeskolen afd. Ullerslev;Afdeling (underordnet enhed);Skolevej 2;5540;Ullerslev;0851;Nyborg Kommune;Region Syddanmark;55.35989102;10.67077634;Stine Terjesen;6333 7200;vibeskolen@nyborg.dk;www.vibeskolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189722;1003319946;2;Kommunale;Nyborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;196308;
282293;282293;Erhvervsskolen af 2011;Hovedskole (institution med enheder);Mimersgade 60;2200;København N;4768;Københavns Kommune;Region Hovedstaden;55.7004834;12.5447412;Thomas Vørnle;2071 3311;tv@dinstu.dk;www.dinstu.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;33964579;1017195731;6;Selvejende, kommunale;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;02/06/2026;202606;
282293;280339;Erhvervsskolen af 2011, Nørrebro;Afdeling (underordnet enhed);Mimersgade 60;2200;København N;4768;Københavns Kommune;Region Hovedstaden;55.7004834;12.5447412;Thomas Vørnle;2071 3311;tv@dinstu.dk;www.dinstu.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;33964579;1017195731;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;201202;
282293;282294;Erhvervsskolen af 2011, Amager;Afdeling (underordnet enhed);Saltværksvej 58;2770;Kastrup;2345;Tårnby Kommune;Region Hovedstaden;55.63857367;12.63995337;Tanja Hoffmeyer Molbech;2177 7975;tanja.molbech@dinstu.dk;www.erhvervsskolen.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;33964579;1030138380;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/06/2026;202606;
282293;282295;Erhvervsskolen af 2011, Frederiksberg;Afdeling (underordnet enhed);Borups Alle 122;2000;Frederiksberg;0094;Frederiksberg Kommune;Region Hovedstaden;55.69383321;12.53275374;Tanja Hoffmeyer Molbech;2177 7975;tanja.molbech@dinstu.dk;www.erhvervsskolen.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;33964579;1019625962;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202606;
282293;282296;Erhvervsskolen af 2011, Nordvest;Afdeling (underordnet enhed);Frederikssundsvej 62;2400;København NV;1964;Københavns Kommune;Region Hovedstaden;55.70410556;12.52912577;Tanja Hoffmeyer Molbech;2177 7975;tanja.molbech@dinstu.dk;www.erhvervsskolen.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;33964579;1030138550;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/06/2026;202606;
;282298;STU Ådalen;Institution uden enheder;Kærsvænget 13A;4640;Faxe;0542;Faxe Kommune;Region Sjælland;55.26396486;12.2706341;Patricia Haurholm Bøgelund;4033 9115;pb@opholdsstedet-aadalen.dk;www.opholdsstedet-aadalen.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;20876131;1030996336;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/06/2026;202606;
;282300;JUUL Sprogskole – Fredericia;Institution uden enheder;Danmarksgade 6;7000;Fredericia;1507;Fredericia Kommune;Region Syddanmark;55.56704871;9.75387766;Dorthe Sommer Petersen;3939 1111;DU@juuldanmark.dk;www.juuldanmark.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;28848676;1032367468;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/06/2026;202607;
282302;282302;Skolen ved Vibegård, hovedskole;Hovedskole (institution med enheder);Almindingensvej 23;3751;Østermarie;0084;Bornholms Regionskommune;Region Hovedstaden;55.13839112;15.00817053;Ann-Charlotte Wistisen;5692 0036;skolenvedvibegaard@brk.dk;www.bornholmsheldagsskole.aula.dk/skolen-skal-flytte-skolen-ved-vibegaard;1015;Specialskoler for børn;9;Børne- og Undervisningsministeriet;26696348;1010367871;2;Kommunale;Bornholms Regionskommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/06/2026;202608;
282302;282303;Skolen ved Vibegård, Afd. Rønne;Afdeling (underordnet enhed);Vibegårdsvej 5;3700;Rønne;4785;Bornholms Regionskommune;Region Hovedstaden;55.09096677;14.73050797;Ann-Charlotte Wistisen;5692 0036;skolenvedvibegaard@brk.dk;www.bornholmsheldagsskole.aula.dk/skolen-skal-flytte-skolen-ved-vibegaard;1015;Specialskoler for børn;9;Børne- og Undervisningsministeriet;26696348;1025765164;2;Kommunale;Bornholms Regionskommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;202608;
282302;282304;Skolen ved Vibegård, Afd. Marthasminde;Afdeling (underordnet enhed);Smedegårdsvej 34;3700;Rønne;3885;Bornholms Regionskommune;Region Hovedstaden;55.08958794;14.72264511;Ann-Charlotte Wistisen;5692 0036;skolenvedvibegaard@brk.dk;www.bornholmsheldagsskole.aula.dk/skolen-skal-flytte-skolen-ved-vibegaard;1015;Specialskoler for børn;9;Børne- og Undervisningsministeriet;26696348;1032527783;2;Kommunale;Bornholms Regionskommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;202608;
282302;400028;Skolen ved Vibegård, Afd. Østermarie;Afdeling (underordnet enhed);Almindingensvej 23;3751;Østermarie;0084;Bornholms Regionskommune;Region Hovedstaden;55.13839112;15.00817053;Ann-Charlotte Wistisen;5692 3600;heldagsskolen@brk.dk;bornholmsheldagsskole.aula.dk;1015;Specialskoler for børn;9;Børne- og Undervisningsministeriet;26696348;1010367871;2;Kommunale;Bornholms Regionskommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;18/08/2026;199601;
;282305;Vordingborg Behandling og Specialundervisning;Institution uden enheder;Parkvænget 12;4760;Vordingborg;1214;Vordingborg Kommune;Region Sjælland;55.0027714;11.90358629;Henrik Hald Krog;5536 3564;hekr@vordingborg.dk;;3001;Behandlings- og specialundervisningstilbud;;Børne- og Undervisningsministeriet;29189676;1031682688;2;Kommunale;Vordingborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/06/2026;202606;
;282306;Behandlings- og specialundervisningstilbud;Institution uden enheder;Vibegårdsvej 5;3700;Rønne;4785;Bornholms Regionskommune;Region Hovedstaden;55.09096677;14.73050797;Ann-Charlotte Wistisen;5692 3600;skolenvedvibegaard@brk.dk;www.bornholmsheldagsskole.aula.dk/;3001;Behandlings- og specialundervisningstilbud;9;Børne- og Undervisningsministeriet;26696348;1025765164;2;Kommunale;Bornholms Regionskommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;202608;
;282307;Fonden Drive - Drive school of motivation Frederiksberg;Institution uden enheder;Lindevangs Alle 10-12, 4. sal;2000;Frederiksberg;0508;Frederiksberg Kommune;Region Hovedstaden;55.68029303;12.51808676;Nadia Kræmer Lützhøft;5386 7190;info@fondendrive.dk;www.fondendrive.dk/;3001;Behandlings- og specialundervisningstilbud;;Børne- og Undervisningsministeriet;41537426;1032526620;5;Selvejende, private;Frederiksberg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/06/2026;202606;
;282308;Fjends Friskole og Børnehus;Institution uden enheder;Langgade 32;8800;Viborg;0895;Viborg Kommune;Region Midtjylland;56.47477838;9.22758687;Line Madum Hansen;3622 9003;kontakt@fjendsfriskole.dk;fjendsfriskole.dk;1013;Friskoler og private grundskoler;7;Børne- og Undervisningsministeriet;45895866;1031727339;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;202608;
;282309;Lys Privatskole;Institution uden enheder;Svendsagervej 20B;5240;Odense NØ;8342;Odense Kommune;Region Syddanmark;55.42066411;10.44648965;Muneer Ahmad Nasiri;3121 9110;info@lysprivatskole.dk;lysprivatskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;45674312;1031458060;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/07/2026;202608;
;282310;Limfjordens Skole;Institution uden enheder;Elsøvej 101;7900;Nykøbing M;1470;Morsø Kommune;Region Nordjylland;56.79847897;8.84692643;Amalie Kæseler;6178 2862;kontor@limfjordensskole.dk;limfjordensskole.dk;1013;Friskoler og private grundskoler;4;Børne- og Undervisningsministeriet;45875296;1031705602;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;202608;
;282311;Esbjerg Friskole;Institution uden enheder;Ådalsparken 43;6710;Esbjerg V;9748;Esbjerg Kommune;Region Syddanmark;55.5089696;8.40460946;Michael Lauridsen;2288 7725;kontakt@esbjergfriskole.dk;esbjergfriskole.dk;1013;Friskoler og private grundskoler;5;Børne- og Undervisningsministeriet;45540448;1031248910;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;202608;
;282312;Futuris;Institution uden enheder;Rosningevej 9;4953;Vesterborg;1312;Lolland Kommune;Region Sjælland;54.86451999;11.27638746;Christian Bergquist Ebbe;5496 3500;info@futuris.dk;www.futuris.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;37279811;1020968555;6;Selvejende, kommunale;Lolland Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2026;;
;282313;FOF Aalborg;Institution uden enheder;Hobrovej 465E;9200;Aalborg SV;3254;Aalborg Kommune;Region Nordjylland;57.0032169;9.8798022;Carsten Jørgensen;9813 8233;info@fof-aalborg.dk;www.fof.dk/aalborg;1021;Daghøjskoler;;Kulturministeriet;68777615;1002280653;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/06/2026;196703;
282315;282315;Center for Hjerneskade & Beskæftigelse;Hovedskole (institution med enheder);Mads Clausens Vej 130;6360;Tinglev;1087;Aabenraa Kommune;Region Syddanmark;54.94036886;9.26456275;Lene Geertsen;7376 8850;CHB-faellesadm@aabenraa.dk;www.chb-aabenraa.dk/;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;29189854;1030795608;2;Kommunale;Aabenraa Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;25/06/2026;202606;
282315;281581;STU Næstmark;Afdeling (underordnet enhed);Næstmark 17;6200;Aabenraa;1228;Aabenraa Kommune;Region Syddanmark;55.04771758;9.40829296;Mette Svendsen;2485 7512;CHB-faellesadm@aabenraa.dk;chb-aabenraa.dk/;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;29189854;1018380265;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/06/2026;202101;
282315;282316;STU Broen;Afdeling (underordnet enhed);Gasværksvej 4;6200;Aabenraa;0468;Aabenraa Kommune;Region Syddanmark;55.04375446;9.42313911;Mette Svendsen;2485 7512;CHB-faellesadm@aabenraa.dk;www.chb-aabenraa.dk/;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;29189854;1032462592;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/06/2026;202606;
282315;545013;CHB - VSU;Afdeling (underordnet enhed);Mads Clausens Vej 130;6360;Tinglev;1087;Aabenraa Kommune;Region Syddanmark;54.94036886;9.26456275;Laila Juhler;2149 6630;vsu@aabenraa.dk;www.cbh-aabenraa.dk;1051;Specialskoler for voksne;;Børne- og Undervisningsministeriet;29189854;1030795608;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/06/2026;198504;
;282317;Arena X, Efterskolen for sport og skills;Institution uden enheder;Holingknuden 2;7400;Herning;3030;Herning Kommune;Region Midtjylland;;;Ulrik Larsen;7018 0182;info@arena-x.dk;arena-x.dk;1011;Efterskoler;;Børne- og Undervisningsministeriet;45483444;1031242203;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/09/2026;202608;
;282320;Marienlyst Slot;Institution uden enheder;Marienlyst Allé 32;3000;Helsingør;5276;Helsingør Kommune;Region Hovedstaden;56.04200575;12.60203321;Lene Lissau;2511 8434;info@marienlystslot.dk;www.marienlystslot.dk;3001;Behandlings- og specialundervisningstilbud;;Børne- og Undervisningsministeriet;43723189;1029109385;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/07/2026;202607;
;282321;Chrysalis, Brøndby;Institution uden enheder;Park Allé 295;2605;Brøndby;0486;Brøndby Kommune;Region Hovedstaden;55.65402604;12.39671818;Louise Lien Sahlberg;3296 0490;sikkerpost@behandlingsskolerne.dk;www.behandlingsskolerne.dk;3001;Behandlings- og specialundervisningstilbud;;Børne- og Undervisningsministeriet;39991977;1032110793;0;Private;Brøndby Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;15/09/2026;202607;
282322;282322;Grønvangskolen;Hovedskole (institution med enheder);Jacob Gades Allé 16;6600;Vejen;3700;Vejen Kommune;Region Syddanmark;55.47495779;9.12639311;Claus Holm;7996 5555;gronvangskolen@vejen.dk;www.gronvangskolen.aula.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189838;1012338739;2;Kommunale;Vejen Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;28/07/2026;202607;
282322;282323;V10;Afdeling (underordnet enhed);Askovvej 7;6600;Vejen;0690;Vejen Kommune;Region Syddanmark;55.47254726;9.13440804;Martin Nielsen;7996 5550;gronvangskolen@vejen.dk;www.v10.nu;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189838;1012338739;2;Kommunale;Vejen Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;28/07/2026;202607;
282322;575003;Grønvangskolen;Afdeling (underordnet enhed);Jacob Gades Alle 16;6600;Vejen;3700;Vejen Kommune;Region Syddanmark;55.47495779;9.12639311;Claus Holm;7996 5555;gronvangskolen@vejen.dk;www.gronvangskolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189838;1012338739;2;Kommunale;Vejen Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;28/07/2026;;
;282325;SuaVida STU;Institution uden enheder;Bag Haverne 20;4600;Køge;0507;Køge Kommune;Region Sjælland;55.45483322;12.18455712;Dina Weinkouff Hansen;3039 4640;stu@suavida.dk;www.suavida.dk/stu;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;46435052;1032353262;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/09/2026;202607;
;282326;SATUS -  Beskæftigelse og STU ApS;Institution uden enheder;Vesterbyvej 10;7160;Tørring;1631;Hedensted Kommune;Region Midtjylland;55.88719968;9.49717249;Walther Trabjerg;4880 6214;kontor@satus.dk;www.satus.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;46303857;1032192358;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/08/2026;;
282327;282327;Opholdsstedet Lille Valbygård Skole;Hovedskole (institution med enheder);Krænkerupvej 39, B.;4200;Slagelse;0935;Slagelse Kommune;Region Sjælland;55.44982587;11.30713502;Thomas Birkholm;2427 5010;mail@lillevalbygaard.dk;www.lillevalbygaard.dk;3002;Specialundervisningstilbud på børne- og ungehjem;;Børne- og Undervisningsministeriet;25783336;1027811279;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/08/2026;202608;
282327;282328;Opholdsstedet Lille Valbygård Skole, afd. Slagstrupvej;Afdeling (underordnet enhed);Slagstrupvej 38B;4200;Slagelse;1551;Slagelse Kommune;Region Sjælland;55.4403093;11.35418652;Thomas Birkholm;2427 5010;mail@lillevalbygaard.dk;www.lillevalbygaard.dk;3002;Specialundervisningstilbud på børne- og ungehjem;;Børne- og Undervisningsministeriet;25783336;1031053567;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/08/2026;202608;
282327;333022;Opholdsstedet Lille Valbygård Skole, afd. Krænkerupvej;Afdeling (underordnet enhed);Krænkerupvej 39B;4200;Slagelse;0935;Slagelse Kommune;Region Sjælland;55.44982587;11.30713502;Thomas Birkholm;2427 5010;mail@lillevalbygaard.dk;www.lillevalbygaard.dk;3002;Specialundervisningstilbud på børne- og ungehjem;9;Børne- og Undervisningsministeriet;25783336;1027811279;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/08/2026;200108;
;282329;STU Hestelinje;Institution uden enheder;Maltegårdsvej 20A;2820;Gentofte;0540;Gentofte Kommune;Region Hovedstaden;55.75082007;12.55395465;Anja Nielsen;2229 0585;kontor@stuhestelinje.dk;www.stuhestelinje.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;45108643;1031383419;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/08/2026;;
